doctor_id,doctor_name,specialty,branch
D1127,Dr. Mary Johnson,orthopedics,Enugu East
D1128,Dr. Mercy Chukwu,cardiology,PORT HARCOURT MAIN
D1129,Dr. Victor Eze,General Medicine,Ibadan West
D1130,Dr. Zainab Adewale,,PORT HARCOURT MAIN
D1131,Dr. Amaka Musa,Neurology,Kano Care
D1132,Dr. Michael Sani,Neurology,LAGOS CENTRAL
D1133,Dr. Ibrahim Ibrahim,orthopedics,Abuja North
D1134,Dr. Chinedu Afolabi,dermatology,ABUJA NORTH
D1135,Dr. Samuel Onyeka,Family Medicine,Enugu East
D1136,Dr. Fatima Chukwu,Neurology,Enugu East
D1137,Dr. Daniel Balogun,Family Medicine,
D1138,Dr. Mercy Garba,general medicine,Port Harcourt Main
D1139,Dr. Ada Usman,Cardiology,Abuja North
D1140,Dr. Yusuf Garba,Dermatology,Abuja North
D1141,Dr. Yusuf Musa,dermatology,ABUJA NORTH
D1142,Dr. Peter Abubakar,cardiology,Abuja North
D1143,Dr. Ibrahim Chukwu,dermatology,ABUJA NORTH
D1144,Dr. Mary Onyeka,dermatology,PORT HARCOURT MAIN
D1145,Dr. John Sani,,Ibadan West
D1146,Dr. Aisha Uche,dermatology,Enugu East
D1147,Dr. Bola Okafor,,Enugu East
D1148,Dr. Musa Usman,Family Medicine,Enugu East
D1149,Dr. Emeka Ogunleye,Radiology,PORT HARCOURT MAIN
D1150,Dr. Sarah Johnson,cardiology,Port Harcourt Main
D1151,Dr. Samuel Ibrahim,general medicine,Abuja North
D1152,Dr. Ibrahim Ibrahim,,
D1153,Dr. David Afolabi,General Medicine,
D1154,Dr. Chinedu Eze,Orthopedics,ABUJA NORTH
D1155,Dr. Aisha Afolabi,,
D1156,Dr. Emeka Eze,,
D1157,Dr. Emeka Uche,Emergency Medicine,ABUJA NORTH
D1158,Dr. Zainab Eze,Radiology,
D1159,Dr. Amaka Adewale,cardiology,
D1160,Dr. Samuel Ojo,orthopedics,Port Harcourt Main
D1161,Dr. Zainab Garba,Radiology,Abuja North
D1162,Dr. Mercy Sani,Emergency Medicine,Abuja North
D1163,Dr. Michael Eze,Obstetrics,Port Harcourt Main
D1164,Dr. Musa Adewale,pediatrics,Port Harcourt Main
D1165,Dr. Kemi Abubakar,Emergency Medicine,Abuja North
D1166,Dr. Hannah Garba,general medicine,Enugu East
D1167,Dr. Samuel Bello,Neurology,Enugu East
D1168,Dr. Tolu Garba,Obstetrics,Abuja North
D1169,Dr. Samuel Adewale,Obstetrics,Enugu East
D1170,Dr. Emeka Abubakar,Neurology,PORT HARCOURT MAIN
D1171,Dr. David Usman,general medicine,
,Dr. Blessing Sani,orthopedics,
D1173,Dr. Yusuf Adeyemi,cardiology,ABUJA NORTH
D1174,Dr. Tunde Usman,,
D1175,Dr. Bola Usman,Pediatrics,Ibadan West
D1176,Dr. David Onyeka,dermatology,Port Harcourt Main
D1177,Dr. Ngozi Adeyemi,general medicine,LAGOS CENTRAL
D1178,Dr. Blessing Ogunleye,pediatrics,Lagos Central
D1179,Dr. Abdul Garba,Neurology,Ibadan West
D1180,Dr. John Uche,cardiology,PORT HARCOURT MAIN
D1181,Dr. Daniel Eze,Family Medicine,LAGOS CENTRAL
D1182,Dr. Daniel Ogunleye,Pediatrics,LAGOS CENTRAL
D1183,Dr. Chinedu Abubakar,Family Medicine,LAGOS CENTRAL
D1184,Dr. Mary Musa,pediatrics,Port Harcourt Main
D1185,Dr. Musa Adewale,Radiology,LAGOS CENTRAL
D1186,Dr. Blessing Sani,Family Medicine,
D1187,Dr. Amaka Balogun,Pediatrics,LAGOS CENTRAL
D1188,Dr. Mercy Abubakar,Obstetrics,
D1189,Dr. Mary Abubakar,Cardiology,Abuja North
D1190,Dr. Emeka Usman,pediatrics,LAGOS CENTRAL
D1191,Dr. Grace Johnson,cardiology,Enugu East
D1192,Dr. Blessing Bello,General Medicine,PORT HARCOURT MAIN
D1193,Dr. Esther Ibrahim,pediatrics,Port Harcourt Main
D1194,Dr. Grace Uche,Dermatology,
D1195,Dr. John Garba,dermatology,Abuja North
D1196,Dr. Mary Afolabi,dermatology,Lagos Central
D1197,Dr. Ada Okafor,pediatrics,Lagos Central
D1198,Dr. Blessing Usman,Dermatology,ABUJA NORTH
D1199,Dr. Samuel Sani,Radiology,PORT HARCOURT MAIN
D1200,Dr. Yusuf Sani,pediatrics,Port Harcourt Main
D1201,Dr. Peter Balogun,General Medicine,LAGOS CENTRAL
D1202,Dr. Emeka Ojo,Family Medicine,Enugu East
D1203,Dr. Amaka Abubakar,Orthopedics,Abuja North
D1204,Dr. Zainab Onyeka,Neurology,
D1205,Dr. Samuel Johnson,,
D1206,Dr. Chinedu Onyeka,Emergency Medicine,Lagos Central
D1207,Dr. Daniel Bello,General Medicine,
D1208,Dr. Daniel Eze,cardiology,Lagos Central
D1209,Dr. Grace Abubakar,General Medicine,Enugu East
D1210,Dr. Esther Adewale,dermatology,ABUJA NORTH
D1211,Dr. Tunde Nwosu,Obstetrics,Ibadan West
D1212,Dr. Abdul Ogunleye,,Abuja North
D1213,Dr. Samuel Chukwu,general medicine,Enugu East
D1214,Dr. Samuel Bello,Neurology,Kano Care
D1215,Dr. Michael Uche,General Medicine,Port Harcourt Main
D1216,Dr. Musa Adeyemi,Neurology,Lagos Central
D1217,Dr. Musa Uche,cardiology,Port Harcourt Main
D1218,Dr. Tunde Chukwu,General Medicine,Abuja North
D1219,Dr. Yusuf Eze,dermatology,Port Harcourt Main
D1220,Dr. Ibrahim Okafor,Cardiology,ABUJA NORTH
D1221,Dr. Ada Abubakar,Orthopedics,Kano Care
D1222,Dr. Ada Sani,Family Medicine,Ibadan West
D1223,Dr. Mary Abubakar,Neurology,Enugu East
D1224,Dr. Mary Eze,pediatrics,Port Harcourt Main
D1225,Dr. Mercy Abubakar,,Kano Care
D1226,Dr. Blessing Okafor,Obstetrics,ABUJA NORTH
D1227,Dr. Esther Afolabi,Radiology,
D1228,Dr. Sarah Uche,cardiology,PORT HARCOURT MAIN
D1229,Dr. John Ogunleye,General Medicine,PORT HARCOURT MAIN
D1230,Dr. Zainab Nwosu,Family Medicine,PORT HARCOURT MAIN
D1231,Dr. Zainab Abubakar,Cardiology,PORT HARCOURT MAIN
D1232,Dr. Ibrahim Adewale,Cardiology,Kano Care
D1233,Dr. Hannah Garba,Dermatology,Enugu East
D1234,Dr. Sarah Adewale,Dermatology,PORT HARCOURT MAIN
D1235,Dr. David Ogunleye,Neurology,Abuja North
D1236,Dr. Mary Sani,Emergency Medicine,Kano Care
D1237,Dr. Samuel Ojo,Obstetrics,
D1238,Dr. Tunde Bello,,Kano Care
D1239,Dr. Ngozi Adewale,Emergency Medicine,Enugu East
D1240,Dr. Emeka Garba,,Kano Care
D1241,Dr. Hannah Garba,,Ibadan West
D1242,Dr. Amaka Balogun,pediatrics,LAGOS CENTRAL
D1243,Dr. Emeka Adewale,Obstetrics,LAGOS CENTRAL
D1244,Dr. Emeka Okafor,,Kano Care
,Dr. Tunde Johnson,Dermatology,PORT HARCOURT MAIN
D1246,Dr. John Ogunleye,Radiology,PORT HARCOURT MAIN
D1247,Dr. Esther Johnson,Orthopedics,PORT HARCOURT MAIN
D1248,Dr. Abdul Uche,General Medicine,Kano Care
D1249,Dr. Chinedu Uche,cardiology,Abuja North
D1250,Dr. Emeka Adewale,general medicine,ABUJA NORTH
D1251,Dr. Daniel Onyeka,dermatology,LAGOS CENTRAL
D1252,Dr. Tolu Balogun,Cardiology,Ibadan West
D1253,Dr. Abdul Musa,pediatrics,ABUJA NORTH
D1254,Dr. Musa Bello,Orthopedics,Kano Care
D1255,Dr. Yusuf Adeyemi,general medicine,Ibadan West
D1256,Dr. Amaka Afolabi,Neurology,
D1257,Dr. Yusuf Garba,Obstetrics,Lagos Central
D1258,Dr. Chinedu Sani,cardiology,Ibadan West
D1259,Dr. Victor Onyeka,pediatrics,Lagos Central
D1260,Dr. Musa Adeyemi,Radiology,Port Harcourt Main
D1261,Dr. Victor Adeyemi,Obstetrics,Kano Care
D1262,Dr. Bola Adewale,Emergency Medicine,
D1263,Dr. Mercy Sani,Family Medicine,ABUJA NORTH
D1264,Dr. Ibrahim Nwosu,Radiology,
D1265,Dr. Ngozi Chukwu,Cardiology,Kano Care
D1266,Dr. Michael Uche,Cardiology,
D1267,Dr. Zainab Chukwu,Family Medicine,Enugu East
D1268,Dr. Yusuf Afolabi,general medicine,
D1269,Dr. Amaka Chukwu,pediatrics,Abuja North
D1270,Dr. Michael Okafor,Emergency Medicine,Lagos Central
D1271,Dr. Ibrahim Ojo,pediatrics,PORT HARCOURT MAIN
D1272,Dr. Peter Uche,Cardiology,PORT HARCOURT MAIN
D1273,Dr. Ngozi Adewale,Dermatology,
D1274,Dr. Amaka Ibrahim,Emergency Medicine,Ibadan West
D1275,Dr. Mary Ojo,Neurology,Abuja North
D1276,Dr. Peter Garba,,ABUJA NORTH
D1277,Dr. Abdul Chukwu,dermatology,
D1278,Dr. Sarah Musa,,ABUJA NORTH
D1279,Dr. Grace Abubakar,Family Medicine,Abuja North
D1280,Dr. Tunde Okafor,general medicine,ABUJA NORTH
D1281,Dr. Tolu Usman,Dermatology,Port Harcourt Main
D1282,Dr. Emeka Ibrahim,Neurology,PORT HARCOURT MAIN
D1283,Dr. Yusuf Bello,Orthopedics,
D1284,Dr. Yusuf Musa,,PORT HARCOURT MAIN
D1285,Dr. Victor Adeyemi,Neurology,Kano Care
D1286,Dr. Sarah Uche,pediatrics,Lagos Central
D1287,Dr. Esther Garba,cardiology,
D1288,Dr. Tolu Ibrahim,Radiology,ABUJA NORTH
D1289,Dr. Bola Abubakar,Emergency Medicine,Ibadan West
D1290,Dr. Daniel Usman,,Enugu East
D1291,Dr. Kemi Uche,,Lagos Central
D1292,Dr. Amaka Musa,Emergency Medicine,Kano Care
D1293,Dr. Tolu Musa,Family Medicine,Lagos Central
D1294,Dr. John Okafor,Emergency Medicine,Lagos Central
D1295,Dr. Mercy Chukwu,Cardiology,Port Harcourt Main
D1296,Dr. Fatima Musa,dermatology,Kano Care
D1297,Dr. Michael Okafor,,Port Harcourt Main
D1298,Dr. Sarah Usman,Neurology,Port Harcourt Main
D1299,Dr. Ada Adeyemi,general medicine,Kano Care
D1300,Dr. David Chukwu,Emergency Medicine,Kano Care
D1301,Dr. Sarah Ojo,Orthopedics,Enugu East
D1302,Dr. Tunde Sani,Radiology,LAGOS CENTRAL
D1303,Dr. Zainab Ibrahim,orthopedics,Enugu East
D1304,Dr. Musa Chukwu,Obstetrics,
D1305,Dr. Amaka Bello,general medicine,Ibadan West
D1306,Dr. Sarah Johnson,Cardiology,LAGOS CENTRAL
D1307,Dr. Bola Ojo,general medicine,Ibadan West
,Dr. Bola Afolabi,Dermatology,ABUJA NORTH
D1309,Dr. Blessing Abubakar,Emergency Medicine,Lagos Central
D1310,Dr. Hannah Eze,Cardiology,Lagos Central
D1311,Dr. Blessing Musa,Dermatology,LAGOS CENTRAL
D1312,Dr. Abdul Afolabi,orthopedics,Enugu East
D1313,Dr. David Ojo,General Medicine,ABUJA NORTH
D1314,Dr. Tunde Johnson,orthopedics,Abuja North
D1315,Dr. Daniel Usman,general medicine,Lagos Central
D1316,Dr. Zainab Balogun,orthopedics,Port Harcourt Main
D1317,Dr. Sarah Sani,Family Medicine,Ibadan West
D1318,Dr. Musa Adeyemi,,LAGOS CENTRAL
D1319,Dr. Daniel Afolabi,Neurology,ABUJA NORTH
D1320,Dr. Mary Johnson,Family Medicine,Ibadan West
D1321,Dr. Aisha Afolabi,Obstetrics,
D1322,Dr. Aisha Ibrahim,dermatology,Kano Care
D1323,Dr. Peter Ojo,dermatology,Lagos Central
D1324,Dr. Yusuf Balogun,orthopedics,PORT HARCOURT MAIN
D1325,Dr. Grace Okafor,dermatology,
D1326,Dr. John Afolabi,Dermatology,Enugu East
D1327,Dr. Bola Onyeka,Neurology,LAGOS CENTRAL
D1328,Dr. Hannah Bello,General Medicine,
D1329,Dr. Ngozi Ojo,Orthopedics,Port Harcourt Main
D1330,Dr. Mercy Okafor,dermatology,LAGOS CENTRAL
D1331,Dr. Daniel Usman,general medicine,Kano Care
D1332,Dr. Esther Adewale,Neurology,Kano Care
D1333,Dr. Grace Musa,dermatology,
D1334,Dr. Samuel Abubakar,Neurology,PORT HARCOURT MAIN
D1335,Dr. Ada Usman,orthopedics,PORT HARCOURT MAIN
D1336,Dr. Abdul Adewale,Pediatrics,Ibadan West
D1337,Dr. Musa Okafor,orthopedics,Ibadan West
D1338,Dr. Grace Musa,orthopedics,PORT HARCOURT MAIN
D1339,Dr. Michael Adeyemi,cardiology,Enugu East
D1340,Dr. Yusuf Onyeka,Dermatology,Enugu East
D1341,Dr. Tunde Adewale,cardiology,
,Dr. Kemi Ojo,Neurology,
D1343,Dr. Kemi Okafor,,Kano Care
D1344,Dr. Blessing Bello,Radiology,Enugu East
D1345,Dr. Hannah Uche,dermatology,
D1346,Dr. Grace Ibrahim,Orthopedics,LAGOS CENTRAL
D1347,Dr. Fatima Ibrahim,Cardiology,LAGOS CENTRAL
D1348,Dr. Esther Eze,cardiology,Abuja North
D1349,Dr. Kemi Bello,orthopedics,Enugu East
D1350,Dr. Aisha Uche,,Kano Care
D1351,Dr. Sarah Ibrahim,Neurology,ABUJA NORTH
D1352,Dr. Mercy Ogunleye,Emergency Medicine,Enugu East
D1353,Dr. Musa Adewale,,LAGOS CENTRAL
D1354,Dr. Bola Eze,Emergency Medicine,LAGOS CENTRAL
D1355,Dr. Michael Bello,pediatrics,Abuja North
D1356,Dr. Ibrahim Johnson,dermatology,Enugu East
D1357,Dr. Fatima Johnson,Orthopedics,
D1358,Dr. Mercy Nwosu,orthopedics,Lagos Central
D1359,Dr. Ada Garba,General Medicine,Abuja North
D1360,Dr. Samuel Garba,Neurology,
D1361,Dr. Ada Chukwu,Emergency Medicine,Lagos Central
D1362,Dr. Michael Adeyemi,Emergency Medicine,Ibadan West
D1363,Dr. Daniel Balogun,Dermatology,Port Harcourt Main
D1364,Dr. Peter Afolabi,,
D1365,Dr. Fatima Adewale,,Lagos Central
D1366,Dr. Ibrahim Garba,General Medicine,Enugu East
D1367,Dr. Ngozi Garba,Dermatology,Kano Care
D1368,Dr. John Ogunleye,General Medicine,Enugu East
D1369,Dr. Mary Adeyemi,Dermatology,Lagos Central
D1370,Dr. Ibrahim Afolabi,Obstetrics,Enugu East
D1371,Dr. Esther Garba,dermatology,
D1372,Dr. Sarah Okafor,Dermatology,Ibadan West
D1373,Dr. Aisha Musa,dermatology,
D1374,Dr. Blessing Usman,Orthopedics,
D1375,Dr. Aisha Eze,Family Medicine,LAGOS CENTRAL
D1376,Dr. Daniel Usman,Orthopedics,PORT HARCOURT MAIN
D1377,Dr. Tunde Johnson,cardiology,
D1378,Dr. Musa Ogunleye,Neurology,Lagos Central
D1379,Dr. Daniel Nwosu,Emergency Medicine,
D1380,Dr. Peter Ibrahim,Neurology,LAGOS CENTRAL
D1381,Dr. John Uche,Obstetrics,Ibadan West
D1382,Dr. Aisha Nwosu,cardiology,LAGOS CENTRAL
D1383,Dr. Abdul Onyeka,Dermatology,LAGOS CENTRAL
D1384,Dr. Emeka Onyeka,,
D1385,Dr. Tunde Ogunleye,cardiology,Lagos Central
D1386,Dr. Blessing Abubakar,pediatrics,Kano Care
D1387,Dr. Esther Musa,cardiology,Lagos Central
D1388,Dr. Musa Afolabi,general medicine,Ibadan West
D1389,Dr. Mercy Johnson,Obstetrics,Lagos Central
D1390,Dr. Amaka Johnson,,LAGOS CENTRAL
D1391,Dr. Samuel Musa,dermatology,Abuja North
D1392,Dr. Peter Ogunleye,cardiology,Enugu East
D1393,Dr. Amaka Nwosu,pediatrics,Abuja North
D1394,Dr. Musa Adewale,,Ibadan West
D1395,Dr. Sarah Abubakar,Cardiology,PORT HARCOURT MAIN
D1396,Dr. Fatima Onyeka,Emergency Medicine,Port Harcourt Main
D1397,Dr. Abdul Ojo,cardiology,
D1398,Dr. Tolu Garba,Neurology,Lagos Central
D1399,Dr. Zainab Sani,pediatrics,
D1400,Dr. Chinedu Eze,dermatology,Port Harcourt Main
D1401,Dr. Daniel Usman,Orthopedics,Ibadan West
D1402,Dr. Zainab Adeyemi,Neurology,ABUJA NORTH
D1403,Dr. Ibrahim Abubakar,Dermatology,PORT HARCOURT MAIN
D1404,Dr. Chinedu Sani,cardiology,Enugu East
D1405,Dr. Esther Ojo,Cardiology,Port Harcourt Main
D1406,Dr. Peter Johnson,General Medicine,Abuja North
D1407,Dr. Ngozi Chukwu,General Medicine,LAGOS CENTRAL
D1408,Dr. David Uche,General Medicine,Port Harcourt Main
D1409,Dr. Ada Afolabi,Family Medicine,Kano Care
D1410,Dr. Daniel Abubakar,Radiology,Kano Care
D1411,Dr. Tunde Balogun,Pediatrics,Lagos Central
D1412,Dr. Ada Ogunleye,Obstetrics,Abuja North
D1413,Dr. Yusuf Garba,dermatology,ABUJA NORTH
D1414,Dr. Ngozi Uche,dermatology,LAGOS CENTRAL
D1415,Dr. Esther Ojo,Emergency Medicine,ABUJA NORTH
D1416,Dr. Amaka Johnson,Dermatology,Abuja North
D1417,Dr. Abdul Okafor,Obstetrics,PORT HARCOURT MAIN
D1418,Dr. Samuel Abubakar,Neurology,LAGOS CENTRAL
D1419,Dr. John Bello,orthopedics,ABUJA NORTH
D1420,Dr. Bola Ojo,cardiology,
D1421,Dr. Fatima Ogunleye,Family Medicine,Port Harcourt Main
D1422,Dr. David Ibrahim,Obstetrics,
D1423,Dr. David Johnson,cardiology,ABUJA NORTH
D1424,Dr. Amaka Chukwu,orthopedics,ABUJA NORTH
D1425,Dr. Samuel Onyeka,general medicine,Lagos Central
D1426,Dr. Grace Musa,,PORT HARCOURT MAIN
D1427,Dr. Peter Onyeka,Dermatology,Kano Care
D1428,Dr. Musa Balogun,Cardiology,Ibadan West
D1429,Dr. Bola Afolabi,Obstetrics,
D1430,Dr. Yusuf Afolabi,,PORT HARCOURT MAIN
D1431,Dr. Yusuf Garba,Neurology,Lagos Central
D1432,Dr. Michael Balogun,Obstetrics,Enugu East
D1433,Dr. Abdul Garba,Family Medicine,ABUJA NORTH
D1434,Dr. Michael Ojo,pediatrics,
D1435,Dr. Bola Abubakar,Neurology,PORT HARCOURT MAIN
D1436,Dr. Ibrahim Abubakar,Cardiology,Port Harcourt Main
D1437,Dr. Hannah Ibrahim,Pediatrics,LAGOS CENTRAL
D1438,Dr. Bola Ojo,Family Medicine,LAGOS CENTRAL
D1439,Dr. Ada Chukwu,,
D1440,Dr. Mercy Bello,,LAGOS CENTRAL
D1441,Dr. Chinedu Usman,Pediatrics,Ibadan West
D1442,Dr. Ngozi Uche,Family Medicine,
D1443,Dr. Ibrahim Uche,Pediatrics,Abuja North
D1444,Dr. Bola Adeyemi,orthopedics,Port Harcourt Main
D1445,Dr. Fatima Ibrahim,Cardiology,Abuja North
D1446,Dr. Victor Nwosu,,ABUJA NORTH
D1447,Dr. Sarah Usman,Radiology,PORT HARCOURT MAIN
D1448,Dr. Hannah Uche,cardiology,Kano Care
D1449,Dr. Michael Uche,,
D1450,Dr. Daniel Uche,,PORT HARCOURT MAIN
D1451,Dr. Esther Johnson,Orthopedics,Lagos Central
D1452,Dr. Mary Adeyemi,Dermatology,Lagos Central
D1453,Dr. Mercy Adewale,Emergency Medicine,Port Harcourt Main
D1454,Dr. Musa Usman,Cardiology,LAGOS CENTRAL
D1455,Dr. Grace Ibrahim,,Enugu East
D1456,Dr. Sarah Ibrahim,Cardiology,
D1457,Dr. Bola Afolabi,General Medicine,
,Dr. Musa Adewale,Emergency Medicine,
D1459,Dr. Kemi Garba,Neurology,Kano Care
D1460,Dr. Grace Eze,Family Medicine,
D1461,Dr. Emeka Usman,Orthopedics,
D1462,Dr. Blessing Garba,Cardiology,Enugu East
D1463,Dr. Tunde Chukwu,orthopedics,Port Harcourt Main
D1464,Dr. Ada Ibrahim,Radiology,Kano Care
D1465,Dr. Chinedu Abubakar,dermatology,ABUJA NORTH
D1466,Dr. Kemi Chukwu,,ABUJA NORTH
D1467,Dr. Chinedu Nwosu,Orthopedics,LAGOS CENTRAL
D1468,Dr. Mercy Ibrahim,,Enugu East
D1469,Dr. Mary Ogunleye,General Medicine,Kano Care
D1470,Dr. Bola Uche,Pediatrics,Kano Care
D1471,Dr. John Ojo,Pediatrics,
D1472,Dr. Peter Eze,General Medicine,LAGOS CENTRAL
D1473,Dr. Aisha Uche,,Kano Care
D1474,Dr. Emeka Afolabi,dermatology,
D1475,Dr. Michael Ojo,Emergency Medicine,ABUJA NORTH
D1476,Dr. David Bello,Neurology,Kano Care
D1477,Dr. Michael Abubakar,dermatology,PORT HARCOURT MAIN
D1478,Dr. Abdul Abubakar,Cardiology,Ibadan West
D1479,Dr. David Onyeka,pediatrics,
D1480,Dr. Kemi Johnson,general medicine,PORT HARCOURT MAIN
D1481,Dr. Daniel Afolabi,general medicine,Lagos Central
D1482,Dr. Amaka Adeyemi,Cardiology,
D1483,Dr. Amaka Eze,Obstetrics,
D1484,Dr. Victor Balogun,pediatrics,Kano Care
D1485,Dr. Ada Usman,Pediatrics,Port Harcourt Main
D1486,Dr. Abdul Afolabi,Radiology,
D1487,Dr. Emeka Abubakar,pediatrics,Port Harcourt Main
D1488,Dr. Ngozi Chukwu,Family Medicine,Kano Care
D1489,Dr. Fatima Uche,Cardiology,
D1490,Dr. Ibrahim Bello,general medicine,LAGOS CENTRAL
D1491,Dr. Peter Afolabi,General Medicine,Lagos Central
D1492,Dr. Esther Afolabi,Orthopedics,Abuja North
D1493,Dr. Mercy Okafor,Pediatrics,LAGOS CENTRAL
D1494,Dr. Samuel Okafor,orthopedics,
D1495,Dr. Mary Balogun,,Abuja North
D1496,Dr. Aisha Ogunleye,cardiology,Ibadan West
D1497,Dr. Ngozi Ojo,Obstetrics,
D1498,Dr. Zainab Onyeka,,
D1499,Dr. Peter Eze,general medicine,
D1500,Dr. Ada Adeyemi,orthopedics,ABUJA NORTH
